1, 2077, m, 3025, f, 4172, m, 2002, f, 2077 2052 2047 2045 2005 2002 4172 2139 3025 , m2077 f2052 m2047 (m2045) f2005 f2002 (m4172) f2139 f3025 , MFFDDHDD, 2077 3025, 2002 4172, G1, 2, G-2, 0, 6, 2
1629, 2758, m, 3069, f, 2462, m, 2465, f, 2758 2267 2608 2265 6986 2174 2176 2465 2462 2220 2436 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 m2176 f2465 m2462 f2220 (m2436) f2433 f2441 f3069 , FMMMSSDHMFDDD, 2758 3069, 2462 2465, G1, 3, G-1, 2, 8, 5
1630, 2758, m, 3069, f, 2462, m, 2465, f, 2758 2267 2608 2265 6985 2174 2176 2465 2462 2220 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (m6985) m2174 m2176 f2465 m2462 f2220 (f2437) f2433 f2441 f3069 , FMMFSSDHMMDDD, 2758 3069, 2462 2465, G1, 3, G-1, 2, 8, 5
1631, 2758, m, 3069, f, 2462, m, 2465, f, 2758 2267 2608 2265 6986 2174 2176 2465 2462 2220 2437 2433 2441 3069 , m2758 m2267 f2608 f2265 (f6986) m2174 m2176 f2465 m2462 f2220 (f2437) f2433 f2441 f3069 , FMMMSSDHMMDDD, 2758 3069, 2462 2465, G1, 3, G-1, 2, 8, 5
1632, 2466, m, 2463, f, 2478, m, 2482, f, 2466 2208 2195 2202 2475 2474 2478 2482 2604 2219 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 m2478 f2482 (m2604) m2219 f2463 , FMFFSSWFSD, 2463 2466, 2478 2482, G2, 2, G-1, 1, 7, 3
1633, 2466, m, 2463, f, 2478, m, 2482, f, 2466 2208 2195 2202 2476 2474 2478 2482 2604 2219 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 m2478 f2482 (m2604) m2219 f2463 , FMFMSSWFSD, 2463 2466, 2478 2482, G2, 2, G-1, 1, 7, 3
1634, 2466, m, 2463, f, 2478, m, 2482, f, 2466 2208 2195 2202 2475 2474 2478 2482 2605 2219 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 m2478 f2482 (f2605) m2219 f2463 , FMFFSSWMSD, 2463 2466, 2478 2482, G2, 2, G-1, 1, 7, 3
1635, 2466, m, 2463, f, 2478, m, 2482, f, 2466 2208 2195 2202 2476 2474 2478 2482 2605 2219 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 m2478 f2482 (f2605) m2219 f2463 , FMFMSSWMSD, 2463 2466, 2478 2482, G2, 2, G-1, 1, 7, 3
1636, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2194 2196 2198 2485 2614 2529 2526 2607 2605 2219 2463 , m2466 m2208 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2463 , FFFSSWFMFDSD, 2463 2466, 2485 2614, G1, 2, G0, 3, 6, 6
1637, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2194 2197 2198 2485 2614 2529 2526 2607 2605 2219 2463 , m2466 m2208 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2463 , FFMSSWFMFDSD, 2463 2466, 2485 2614, G1, 2, G0, 3, 6, 6
1638, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2195 2202 2475 2474 2200 2485 2614 2529 2526 2607 2605 2219 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2463 , FMFFSDSWFMFDSD, 2463 2466, 2485 2614, G1, 3, G0, 3, 8, 6
1639, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2195 2202 2476 2474 2200 2485 2614 2529 2526 2607 2605 2219 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (m2607) f2605 m2219 f2463 , FMFMSDSWFMFDSD, 2463 2466, 2485 2614, G1, 3, G0, 3, 8, 6
1640, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2194 2196 2198 2485 2614 2529 2526 6117 2605 2219 2463 , m2466 m2208 m2194 (m2196) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2463 , FFFSSWFMMDSD, 2463 2466, 2485 2614, G1, 2, G0, 3, 6, 6
1641, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2194 2197 2198 2485 2614 2529 2526 6117 2605 2219 2463 , m2466 m2208 m2194 (f2197) m2198 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2463 , FFMSSWFMMDSD, 2463 2466, 2485 2614, G1, 2, G0, 3, 6, 6
1642, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2195 2202 2475 2474 2200 2485 2614 2529 2526 6117 2605 2219 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2463 , FMFFSDSWFMMDSD, 2463 2466, 2485 2614, G1, 3, G0, 3, 8, 6
1643, 2466, m, 2463, f, 2485, m, 2614, f, 2466 2208 2195 2202 2476 2474 2200 2485 2614 2529 2526 6117 2605 2219 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 f2200 m2485 f2614 m2529 f2526 (f6117) f2605 m2219 f2463 , FMFMSDSWFMMDSD, 2463 2466, 2485 2614, G1, 3, G0, 3, 8, 6
1644, 2466, m, 2463, f, 2489, m, 2490, f, 2466 2208 2194 2178 2489 2490 2557 2861 2835 2437 2220 2463 , m2466 m2208 (m2194) f2178 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2463 , FFDSWMMFDDD, 2463 2466, 2489 2490, G0, 2, G0, 3, 5, 6
1645, 2466, m, 2463, f, 2489, m, 2490, f, 2466 2208 2195 2178 2489 2490 2557 2861 2835 2437 2220 2463 , m2466 m2208 (f2195) f2178 m2489 f2490 f2557 f2861 (m2835) f2437 f2220 f2463 , FMDSWMMFDDD, 2463 2466, 2489 2490, G0, 2, G0, 3, 5, 6
1646, 2466, m, 2463, f, 2489, m, 2490, f, 2466 2208 2194 2178 2489 2490 2557 2861 2836 2437 2220 2463 , m2466 m2208 (m2194) f2178 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2463 , FFDSWMMMDDD, 2463 2466, 2489 2490, G0, 2, G0, 3, 5, 6
1647, 2466, m, 2463, f, 2489, m, 2490, f, 2466 2208 2195 2178 2489 2490 2557 2861 2836 2437 2220 2463 , m2466 m2208 (f2195) f2178 m2489 f2490 f2557 f2861 (f2836) f2437 f2220 f2463 , FMDSWMMMDDD, 2463 2466, 2489 2490, G0, 2, G0, 3, 5, 6
1648, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2202 2475 2474 2478 2492 2491 2210 2436 2220 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 (m2436) f2220 f2463 , FMFFSSSWFFDD, 2463 2466, 2491 2492, G1, 3, G0, 2, 8, 4
1649, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2202 2476 2474 2478 2492 2491 2210 2436 2220 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 (m2436) f2220 f2463 , FMFMSSSWFFDD, 2463 2466, 2491 2492, G1, 3, G0, 2, 8, 4
1650, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2202 2475 2474 2478 2492 2491 2210 2437 2220 2463 , m2466 m2208 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 (f2437) f2220 f2463 , FMFFSSSWFMDD, 2463 2466, 2491 2492, G1, 3, G0, 2, 8, 4
1651, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2202 2476 2474 2478 2492 2491 2210 2437 2220 2463 , m2466 m2208 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 (f2437) f2220 f2463 , FMFMSSSWFMDD, 2463 2466, 2491 2492, G1, 3, G0, 2, 8, 4
1652, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2194 2206 2491 2492 2482 2604 2219 2463 , m2466 m2208 (m2194) f2206 f2491 m2492 f2482 (m2604) m2219 f2463 , FFDDHMFSD, 2463 2466, 2491 2492, G0, 2, G0, 2, 5, 4
1653, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2206 2491 2492 2482 2604 2219 2463 , m2466 m2208 (f2195) f2206 f2491 m2492 f2482 (m2604) m2219 f2463 , FMDDHMFSD, 2463 2466, 2491 2492, G0, 2, G0, 2, 5, 4
1654, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2194 2206 2491 2492 2482 2605 2219 2463 , m2466 m2208 (m2194) f2206 f2491 m2492 f2482 (f2605) m2219 f2463 , FFDDHMMSD, 2463 2466, 2491 2492, G0, 2, G0, 2, 5, 4
1655, 2466, m, 2463, f, 2492, m, 2491, f, 2466 2208 2195 2206 2491 2492 2482 2605 2219 2463 , m2466 m2208 (f2195) f2206 f2491 m2492 f2482 (f2605) m2219 f2463 , FMDDHMMSD, 2463 2466, 2491 2492, G0, 2, G0, 2, 5, 4
1656, 2466, m, 2463, f, 2503, m, 2508, f, 2466 2212 2351 2324 2356 2508 2503 2497 2499 2604 2219 2463 , m2466 f2212 f2351 (m2324) f2356 f2508 m2503 f2497 f2499 (m2604) m2219 f2463 , MMFDDHMMFSD, 2463 2466, 2503 2508, G1, 2, G1, 2, 6, 5
1657, 2466, m, 2463, f, 2503, m, 2508, f, 2466 2212 2351 2325 2356 2508 2503 2497 2499 2604 2219 2463 , m2466 f2212 f2351 (f2325) f2356 f2508 m2503 f2497 f2499 (m2604) m2219 f2463 , MMMDDHMMFSD, 2463 2466, 2503 2508, G1, 2, G1, 2, 6, 5
1658, 2466, m, 2463, f, 2503, m, 2508, f, 2466 2212 2351 2324 2356 2508 2503 2497 2499 2605 2219 2463 , m2466 f2212 f2351 (m2324) f2356 f2508 m2503 f2497 f2499 (f2605) m2219 f2463 , MMFDDHMMMSD, 2463 2466, 2503 2508, G1, 2, G1, 2, 6, 5
1659, 2466, m, 2463, f, 2503, m, 2508, f, 2466 2212 2351 2325 2356 2508 2503 2497 2499 2605 2219 2463 , m2466 f2212 f2351 (f2325) f2356 f2508 m2503 f2497 f2499 (f2605) m2219 f2463 , MMMDDHMMMSD, 2463 2466, 2503 2508, G1, 2, G1, 2, 6, 5
1660, 2466, m, 2463, f, 4918, m, 2520, f, 2466 2212 2358 2511 2512 2520 4918 4711 6515 2842 2836 2437 2220 2463 , m2466 f2212 m2358 (m2511) m2512 f2520 m4918 f4711 f6515 (m2842) f2836 f2437 f2220 f2463 , MFFSDHMMFDDDD, 2463 2466, 2520 4918, G1, 2, G-1, 3, 6, 7
1661, 2466, m, 2463, f, 4918, m, 2520, f, 2466 2212 2358 2511 2512 2520 4918 4711 6515 2843 2836 2437 2220 2463 , m2466 f2212 m2358 (m2511) m2512 f2520 m4918 f4711 f6515 (f2843) f2836 f2437 f2220 f2463 , MFFSDHMMMDDDD, 2463 2466, 2520 4918, G1, 2, G-1, 3, 6, 7
1662, 2589, m, 2541, f, 2466, m, 2463, f, 2589 2115 2351 2212 2466 2463 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 (f2351) f2212 m2466 f2463 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FMDSWFMFDSSD, 2541 2589, 2463 2466, G0, 2, G-1, 3, 5, 7
1663, 2589, m, 2541, f, 2466, m, 2463, f, 2589 2115 2358 2212 2466 2463 2219 2605 2607 2526 2527 2532 2541 , m2589 m2115 (m2358) f2212 m2466 f2463 m2219 f2605 (m2607) f2526 m2527 m2532 f2541 , FFDSWFMFDSSD, 2541 2589, 2463 2466, G0, 2, G-1, 3, 5, 7
1664, 2589, m, 2541, f, 2466, m, 2463, f, 2589 2115 2351 2212 2466 2463 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 (f2351) f2212 m2466 f2463 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FMDSWFMMDSSD, 2541 2589, 2463 2466, G0, 2, G-1, 3, 5, 7
1665, 2589, m, 2541, f, 2466, m, 2463, f, 2589 2115 2358 2212 2466 2463 2219 2605 6117 2526 2527 2532 2541 , m2589 m2115 (m2358) f2212 m2466 f2463 m2219 f2605 (f6117) f2526 m2527 m2532 f2541 , FFDSWFMMDSSD, 2541 2589, 2463 2466, G0, 2, G-1, 3, 5, 7
1666, 2671, m, 2675, f, 2466, m, 2463, f, 2671 2517 2512 2511 2358 2212 2466 2463 2219 2605 2607 2526 2527 2677 2675 , m2671 m2517 m2512 (m2511) m2358 f2212 m2466 f2463 m2219 f2605 (m2607) f2526 m2527 f2677 f2675 , FFFSDSWFMFDSDD, 2671 2675, 2463 2466, G0, 3, G-1, 3, 7, 7
1667, 2671, m, 2675, f, 2466, m, 2463, f, 2671 2517 2512 2511 2358 2212 2466 2463 2219 2605 6117 2526 2527 2677 2675 , m2671 m2517 m2512 (m2511) m2358 f2212 m2466 f2463 m2219 f2605 (f6117) f2526 m2527 f2677 f2675 , FFFSDSWFMMDSDD, 2671 2675, 2463 2466, G0, 3, G-1, 3, 7, 7
1668, 2472, m, 2470, f, 2666, m, 2668, f, 2472 2972 6632 2740 3040 2668 2666 2600 2619 2434 2431 2470 , m2472 m2972 (m6632) m2740 m3040 f2668 m2666 m2600 (m2619) m2434 f2431 f2470 , FFSSDHFFSDD, 2470 2472, 2666 2668, G-1, 2, G-1, 2, 6, 5
1669, 2472, m, 2470, f, 2666, m, 2668, f, 2472 2972 6633 2740 3040 2668 2666 2600 2619 2434 2431 2470 , m2472 m2972 (f6633) m2740 m3040 f2668 m2666 m2600 (m2619) m2434 f2431 f2470 , FMSSDHFFSDD, 2470 2472, 2666 2668, G-1, 2, G-1, 2, 6, 5
1670, 2472, m, 2470, f, 2666, m, 2668, f, 2472 2972 6632 2740 3040 2668 2666 2600 6343 2434 2431 2470 , m2472 m2972 (m6632) m2740 m3040 f2668 m2666 m2600 (f6343) m2434 f2431 f2470 , FFSSDHFMSDD, 2470 2472, 2666 2668, G-1, 2, G-1, 2, 6, 5
1671, 2472, m, 2470, f, 2666, m, 2668, f, 2472 2972 6633 2740 3040 2668 2666 2600 6343 2434 2431 2470 , m2472 m2972 (f6633) m2740 m3040 f2668 m2666 m2600 (f6343) m2434 f2431 f2470 , FMSSDHFMSDD, 2470 2472, 2666 2668, G-1, 2, G-1, 2, 6, 5
1672, 2492, m, 2491, f, 2474, m, 2725, f, 2492 2478 2725 2474 2475 2202 2195 2206 2491 , m2492 m2478 (f2725) m2474 (m2475) m2202 f2195 f2206 f2491 , FMHFSDDD, 2491 2492, 2474 2725, G2, 0, G-3, 1, 3, 5
1673, 2492, m, 2491, f, 2474, m, 2725, f, 2492 2478 2725 2474 2476 2202 2195 2206 2491 , m2492 m2478 (f2725) m2474 (f2476) m2202 f2195 f2206 f2491 , FMHMSDDD, 2491 2492, 2474 2725, G2, 0, G-3, 1, 3, 5
1674, 2496, m, 2494, f, 2474, m, 2725, f, 2496 2189 3040 2739 2264 2726 2725 2474 2475 2202 2195 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 m2474 (m2475) m2202 f2195 m2208 f2494 , MFMFMDHFSDSD, 2494 2496, 2474 2725, G4, 1, G-3, 1, 7, 5
1675, 2496, m, 2494, f, 2474, m, 2725, f, 2496 2189 3040 2739 2264 2726 2725 2474 2476 2202 2195 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 m2474 (f2476) m2202 f2195 m2208 f2494 , MFMFMDHMSDSD, 2494 2496, 2474 2725, G4, 1, G-3, 1, 7, 5
1676, 2492, m, 2491, f, 2475, m, 2476, f, 2492 2478 2474 2476 2475 2202 2195 2206 2491 , m2492 m2478 m2474 (f2476) (m2475) m2202 f2195 f2206 f2491 , FFMHSDDD, 2491 2492, 2475 2476, G3, 0, G-4, 0, 4, 4
1677, 2492, m, 2491, f, 2475, m, 2476, f, 2492 2478 2474 2475 2476 2202 2195 2206 2491 , m2492 m2478 m2474 (m2475) (f2476) m2202 f2195 f2206 f2491 , FFFWSDDD, 2491 2492, 2475 2476, G3, 0, G-4, 0, 4, 4
1682, 2492, m, 2491, f, 2478, m, 2482, f, 2492 2482 2478 2474 2475 2202 2195 2206 2491 , m2492 (f2482) m2478 m2474 (m2475) m2202 f2195 f2206 f2491 , MHFFSDDD, 2491 2492, 2478 2482, G1, 0, G-2, 2, 2, 6
1683, 2492, m, 2491, f, 2478, m, 2482, f, 2492 2482 2478 2474 2476 2202 2195 2206 2491 , m2492 (f2482) m2478 m2474 (f2476) m2202 f2195 f2206 f2491 , MHFMSDDD, 2491 2492, 2478 2482, G1, 0, G-2, 2, 2, 6
1684, 2532, m, 2535, f, 2478, m, 2482, f, 2532 2527 2526 2607 2605 2482 2478 2725 2726 2172 2535 , m2532 m2527 f2526 (m2607) f2605 f2482 m2478 f2725 (f2726) m2172 f2535 , FMFDDHMMSD, 2532 2535, 2478 2482, G1, 2, G0, 2, 6, 4
1685, 2532, m, 2535, f, 2478, m, 2482, f, 2532 2527 2526 6117 2605 2482 2478 2725 2726 2172 2535 , m2532 m2527 f2526 (f6117) f2605 f2482 m2478 f2725 (f2726) m2172 f2535 , FMMDDHMMSD, 2532 2535, 2478 2482, G1, 2, G0, 2, 6, 4
1688, 2805, m, 2803, f, 2478, m, 2482, f, 2805 2739 2264 2726 2725 2478 2482 2605 2607 2526 2527 2803 , m2805 f2739 m2264 (f2726) f2725 m2478 f2482 f2605 (m2607) f2526 m2527 f2803 , MFMDSWMFDSD, 2803 2805, 2478 2482, G1, 2, G-1, 2, 6, 5
1689, 2805, m, 2803, f, 2478, m, 2482, f, 2805 2739 2264 2726 2725 2478 2482 2605 6117 2526 2527 2803 , m2805 f2739 m2264 (f2726) f2725 m2478 f2482 f2605 (f6117) f2526 m2527 f2803 , MFMDSWMMDSD, 2803 2805, 2478 2482, G1, 2, G-1, 2, 6, 5
1690, 2492, m, 2491, f, 2483, m, 2480, f, 2492 2478 2474 2480 2483 5054 7874 2197 2194 2206 2491 , m2492 m2478 (m2474) f2480 m2483 m5054 (m7874) f2197 m2194 f2206 f2491 , FFDHFFDSDD, 2491 2492, 2480 2483, G1, 1, G-2, 2, 4, 6
1691, 2492, m, 2491, f, 2483, m, 2480, f, 2492 2478 2474 2480 2483 5054 7875 2197 2194 2206 2491 , m2492 m2478 (m2474) f2480 m2483 m5054 (f7875) f2197 m2194 f2206 f2491 , FFDHFMDSDD, 2491 2492, 2480 2483, G1, 1, G-2, 2, 4, 6
1692, 2492, m, 2491, f, 2483, m, 2480, f, 2492 2478 2725 2480 2483 5054 7874 2197 2194 2206 2491 , m2492 m2478 (f2725) f2480 m2483 m5054 (m7874) f2197 m2194 f2206 f2491 , FMDHFFDSDD, 2491 2492, 2480 2483, G1, 1, G-2, 2, 4, 6
1693, 2492, m, 2491, f, 2483, m, 2480, f, 2492 2478 2725 2480 2483 5054 7875 2197 2194 2206 2491 , m2492 m2478 (f2725) f2480 m2483 m5054 (f7875) f2197 m2194 f2206 f2491 , FMDHFMDSDD, 2491 2492, 2480 2483, G1, 1, G-2, 2, 4, 6
1694, 2496, m, 2494, f, 2483, m, 2480, f, 2496 2189 3040 2739 2264 2726 2725 2480 2483 5054 7874 2197 2194 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 f2480 m2483 m5054 (m7874) f2197 m2194 m2208 f2494 , MFMFMDDHFFDSSD, 2494 2496, 2480 2483, G3, 2, G-2, 2, 8, 6
1695, 2496, m, 2494, f, 2483, m, 2480, f, 2496 2189 3040 2739 2264 2726 2725 2480 2483 5054 7875 2197 2194 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 f2480 m2483 m5054 (f7875) f2197 m2194 m2208 f2494 , MFMFMDDHFMDSSD, 2494 2496, 2480 2483, G3, 2, G-2, 2, 8, 6
1696, 2762, m, 2757, f, 2483, m, 2480, f, 2762 2487 2199 2197 7874 5054 2483 2480 2725 2726 2264 2608 2267 2757 , m2762 m2487 f2199 f2197 (m7874) m5054 m2483 f2480 f2725 (f2726) m2264 f2608 m2267 f2757 , FMMFSSWMMSDSD, 2757 2762, 2480 2483, G2, 2, G-2, 2, 7, 6
1697, 2762, m, 2757, f, 2483, m, 2480, f, 2762 2487 2199 2197 7875 5054 2483 2480 2725 2726 2264 2608 2267 2757 , m2762 m2487 f2199 f2197 (f7875) m5054 m2483 f2480 f2725 (f2726) m2264 f2608 m2267 f2757 , FMMMSSWMMSDSD, 2757 2762, 2480 2483, G2, 2, G-2, 2, 7, 6
1698, 2758, m, 3069, f, 2483, m, 2480, f, 2758 2267 2608 2264 2726 2725 2480 2483 5054 7874 2197 2199 2487 3069 , m2758 m2267 f2608 m2264 (f2726) f2725 f2480 m2483 m5054 (m7874) f2197 f2199 m2487 f3069 , FMFMDDHFFDDSD, 2758 3069, 2480 2483, G2, 2, G-2, 2, 7, 6
1699, 2758, m, 3069, f, 2483, m, 2480, f, 2758 2267 2608 2264 2726 2725 2480 2483 5054 7875 2197 2199 2487 3069 , m2758 m2267 f2608 m2264 (f2726) f2725 f2480 m2483 m5054 (f7875) f2197 f2199 m2487 f3069 , FMFMDDHFMDDSD, 2758 3069, 2480 2483, G2, 2, G-2, 2, 7, 6
1700, 2751, m, 2749, f, 2742, m, 2481, f, 2751 2742 2481 2749 , m2751 (m2742) (f2481) f2749 , FWD, 2749 2751, 2481 2742, G1, 0, G-1, 0, 2, 1
1701, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 2607 2526 2529 2614 2485 2198 2196 2194 2206 2491 , m2492 f2482 f2605 (m2607) f2526 m2529 f2614 m2485 m2198 (m2196) m2194 f2206 f2491 , MMFDSDHFFSDD, 2491 2492, 2485 2614, G0, 3, G-1, 2, 7, 5
1702, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 6117 2526 2529 2614 2485 2198 2196 2194 2206 2491 , m2492 f2482 f2605 (f6117) f2526 m2529 f2614 m2485 m2198 (m2196) m2194 f2206 f2491 , MMMDSDHFFSDD, 2491 2492, 2485 2614, G0, 3, G-1, 2, 7, 5
1703, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 2607 2526 2529 2614 2485 2198 2197 2194 2206 2491 , m2492 f2482 f2605 (m2607) f2526 m2529 f2614 m2485 m2198 (f2197) m2194 f2206 f2491 , MMFDSDHFMSDD, 2491 2492, 2485 2614, G0, 3, G-1, 2, 7, 5
1704, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 6117 2526 2529 2614 2485 2198 2197 2194 2206 2491 , m2492 f2482 f2605 (f6117) f2526 m2529 f2614 m2485 m2198 (f2197) m2194 f2206 f2491 , MMMDSDHFMSDD, 2491 2492, 2485 2614, G0, 3, G-1, 2, 7, 5
1705, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 2607 2526 2529 2614 2485 2200 2474 2475 2202 2195 2206 2491 , m2492 f2482 f2605 (m2607) f2526 m2529 f2614 m2485 f2200 m2474 (m2475) m2202 f2195 f2206 f2491 , MMFDSDHMFFSDDD, 2491 2492, 2485 2614, G0, 3, G-1, 3, 7, 7
1706, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 6117 2526 2529 2614 2485 2200 2474 2475 2202 2195 2206 2491 , m2492 f2482 f2605 (f6117) f2526 m2529 f2614 m2485 f2200 m2474 (m2475) m2202 f2195 f2206 f2491 , MMMDSDHMFFSDDD, 2491 2492, 2485 2614, G0, 3, G-1, 3, 7, 7
1707, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 2607 2526 2529 2614 2485 2200 2474 2476 2202 2195 2206 2491 , m2492 f2482 f2605 (m2607) f2526 m2529 f2614 m2485 f2200 m2474 (f2476) m2202 f2195 f2206 f2491 , MMFDSDHMFMSDDD, 2491 2492, 2485 2614, G0, 3, G-1, 3, 7, 7
1708, 2492, m, 2491, f, 2485, m, 2614, f, 2492 2482 2605 6117 2526 2529 2614 2485 2200 2474 2476 2202 2195 2206 2491 , m2492 f2482 f2605 (f6117) f2526 m2529 f2614 m2485 f2200 m2474 (f2476) m2202 f2195 f2206 f2491 , MMMDSDHMFMSDDD, 2491 2492, 2485 2614, G0, 3, G-1, 3, 7, 7
1709, 2485, m, 2614, f, 2532, m, 2535, f, 2485 2200 2725 2726 2172 2535 2532 2527 2525 2529 2614 , m2485 f2200 f2725 (f2726) m2172 f2535 m2532 m2527 (m2525) m2529 f2614 , MMMSDHFFSD, 2485 2614, 2532 2535, G1, 2, G0, 2, 6, 4
1710, 2485, m, 2614, f, 2532, m, 2535, f, 2485 2200 2725 2726 2172 2535 2532 2527 2526 2529 2614 , m2485 f2200 f2725 (f2726) m2172 f2535 m2532 m2527 (f2526) m2529 f2614 , MMMSDHFMSD, 2485 2614, 2532 2535, G1, 2, G0, 2, 6, 4
1713, 2485, m, 2614, f, 2805, m, 2803, f, 2485 2200 2725 2726 2264 2739 2805 2803 2527 2525 2529 2614 , m2485 f2200 f2725 (f2726) m2264 f2739 m2805 f2803 m2527 (m2525) m2529 f2614 , MMMSDSWFFSD, 2485 2614, 2803 2805, G0, 3, G0, 2, 7, 4
1714, 2485, m, 2614, f, 2805, m, 2803, f, 2485 2200 2725 2726 2264 2739 2805 2803 2527 2526 2529 2614 , m2485 f2200 f2725 (f2726) m2264 f2739 m2805 f2803 m2527 (f2526) m2529 f2614 , MMMSDSWFMSD, 2485 2614, 2803 2805, G0, 3, G0, 2, 7, 4
1715, 2489, m, 2490, f, 2492, m, 2491, f, 2489 2178 2195 2202 2475 2474 2478 2492 2491 2210 2437 2835 2861 2557 2490 , m2489 f2178 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 f2437 (m2835) f2861 f2557 f2490 , MMFFSSSWFMFDDD, 2489 2490, 2491 2492, G1, 3, G0, 3, 8, 6
1716, 2489, m, 2490, f, 2492, m, 2491, f, 2489 2178 2195 2202 2475 2474 2478 2492 2491 2210 2437 2836 2861 2557 2490 , m2489 f2178 f2195 m2202 (m2475) m2474 m2478 m2492 f2491 m2210 f2437 (f2836) f2861 f2557 f2490 , MMFFSSSWFMMDDD, 2489 2490, 2491 2492, G1, 3, G0, 3, 8, 6
1717, 2489, m, 2490, f, 2492, m, 2491, f, 2489 2178 2195 2202 2476 2474 2478 2492 2491 2210 2437 2835 2861 2557 2490 , m2489 f2178 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 f2437 (m2835) f2861 f2557 f2490 , MMFMSSSWFMFDDD, 2489 2490, 2491 2492, G1, 3, G0, 3, 8, 6
1718, 2489, m, 2490, f, 2492, m, 2491, f, 2489 2178 2195 2202 2476 2474 2478 2492 2491 2210 2437 2836 2861 2557 2490 , m2489 f2178 f2195 m2202 (f2476) m2474 m2478 m2492 f2491 m2210 f2437 (f2836) f2861 f2557 f2490 , MMFMSSSWFMMDDD, 2489 2490, 2491 2492, G1, 3, G0, 3, 8, 6
1719, 2762, m, 2757, f, 2489, m, 2490, f, 2762 2441 2433 2437 2835 2861 2557 2490 2489 2176 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 f2437 (m2835) f2861 f2557 f2490 m2489 m2176 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMFDDDHFFFDDSD, 2757 2762, 2489 2490, G1, 3, G-1, 3, 8, 7
1720, 2762, m, 2757, f, 2489, m, 2490, f, 2762 2441 2433 2437 2836 2861 2557 2490 2489 2176 2174 6985 2265 2608 2267 2757 , m2762 f2441 f2433 f2437 (f2836) f2861 f2557 f2490 m2489 m2176 m2174 (m6985) f2265 f2608 m2267 f2757 , MMMMDDDHFFFDDSD, 2757 2762, 2489 2490, G1, 3, G-1, 3, 8, 7
