Anel, Ego, SxEgo, Alter, SxAlter, Percurso, BarryPercurso, Parente, Casal, Geração, Lateral, Cnx
1, 1007, m, 1006, f, 1007 1105 1006 , m1007 (m1105) f1006 , FD, 1006 1007, G0, 1, 2
2, 1008, m, 1011, f, 1008 1001 1011 , m1008 (m1001) f1011 , FD, 1008 1011, G0, 1, 2
3, 1008, m, 1011, f, 1008 1002 1011 , m1008 (f1002) f1011 , MD, 1008 1011, G0, 1, 2
4, 1013, m, 1018, f, 1013 1004 1018 , m1013 (f1004) f1018 , MD, 1013 1018, G0, 1, 2
5, 1013, m, 1040, f, 1013 1003 1014 1040 , m1013 (m1003) f1014 f1040 , FDD, 1013 1040, G-1, 1, 3
6, 1013, m, 1040, f, 1013 1004 1014 1040 , m1013 (f1004) f1014 f1040 , MDD, 1013 1040, G-1, 1, 3
7, 1016, m, 1044, f, 1016 1004 1015 1044 , m1016 (f1004) f1015 f1044 , MDD, 1016 1044, G-1, 1, 3
8, 1016, m, 1044, f, 1016 1007 1105 1005 1044 , m1016 m1007 (m1105) m1005 f1044 , FFSD, 1016 1044, G0, 2, 4
9, 1016, m, 1056, f, 1016 1004 1015 1043 1056 , m1016 (f1004) f1015 m1043 f1056 , MDSD, 1016 1056, G-2, 1, 4
10, 1016, m, 1056, f, 1016 1007 1105 1005 1043 1056 , m1016 m1007 (m1105) m1005 m1043 f1056 , FFSSD, 1016 1056, G-1, 2, 5
11, 1017, m, 1022, f, 1017 1007 1022 , m1017 (m1007) f1022 , FD, 1017 1022, G0, 1, 2
12, 1019, m, 1070, f, 1019 1007 1016 1070 , m1019 (m1007) m1016 f1070 , FSD, 1019 1070, G-1, 1, 3
13, 1019, m, 1070, f, 1019 1006 1105 1005 1044 1070 , m1019 f1006 (m1105) m1005 f1044 f1070 , MFSDD, 1019 1070, G-1, 2, 5
14, 1019, m, 1070, f, 1019 1006 1105 1007 1016 1070 , m1019 f1006 (m1105) m1007 m1016 f1070 , MFSSD, 1019 1070, G-1, 2, 5
15, 1019, m, 1070, f, 1019 1007 1105 1005 1044 1070 , m1019 m1007 (m1105) m1005 f1044 f1070 , FFSDD, 1019 1070, G-1, 2, 5
16, 1019, m, 1080, f, 1019 1007 1016 1080 , m1019 (m1007) m1016 f1080 , FSD, 1019 1080, G-1, 1, 3
17, 1019, m, 1080, f, 1019 1006 1105 1007 1016 1080 , m1019 f1006 (m1105) m1007 m1016 f1080 , MFSSD, 1019 1080, G-1, 2, 5
18, 1020, m, 1057, f, 1020 1006 1105 1005 1043 1057 , m1020 f1006 (m1105) m1005 m1043 f1057 , MFSSD, 1020 1057, G-1, 2, 5
19, 1020, m, 1057, f, 1020 1007 1105 1005 1043 1057 , m1020 m1007 (m1105) m1005 m1043 f1057 , FFSSD, 1020 1057, G-1, 2, 5
20, 1021, m, 1071, f, 1021 1007 1016 1071 , m1021 (m1007) m1016 f1071 , FSD, 1021 1071, G-1, 1, 3
21, 1021, m, 1071, f, 1021 1007 1105 1005 1044 1071 , m1021 m1007 (m1105) m1005 f1044 f1071 , FFSDD, 1021 1071, G-1, 2, 5
22, 1021, m, 1092, f, 1021 1007 1016 1070 1092 , m1021 (m1007) m1016 f1070 f1092 , FSDD, 1021 1092, G-2, 1, 4
23, 1021, m, 1092, f, 1021 1007 1019 1092 , m1021 (m1007) m1019 f1092 , FSD, 1021 1092, G-1, 1, 3
24, 1021, m, 1092, f, 1021 1007 1105 1005 1044 1070 1092 , m1021 m1007 (m1105) m1005 f1044 f1070 f1092 , FFSDDD, 1021 1092, G-2, 2, 6
25, 1021, m, 1092, f, 1021 1007 1105 1006 1019 1092 , m1021 m1007 (m1105) f1006 m1019 f1092 , FFDSD, 1021 1092, G-1, 2, 5
26, 1023, m, 1050, f, 1023 1007 1105 1005 1040 1050 , m1023 m1007 (m1105) m1005 f1040 f1050 , FFSDD, 1023 1050, G-1, 2, 5
27, 1038, m, 1026, f, 1038 1014 1004 1017 1026 , m1038 f1014 (f1004) m1017 f1026 , MMSD, 1026 1038, G0, 2, 4
28, 1038, m, 1026, f, 1038 1005 1105 1007 1022 1026 , m1038 m1005 (m1105) m1007 f1022 f1026 , FFSDD, 1026 1038, G-1, 2, 5
29, 1038, m, 1026, f, 1038 1005 1105 1007 1017 1026 , m1038 m1005 (m1105) m1007 m1017 f1026 , FFSSD, 1026 1038, G-1, 2, 5
30, 1038, m, 1027, f, 1038 1014 1004 1017 1027 , m1038 f1014 (f1004) m1017 f1027 , MMSD, 1027 1038, G0, 2, 4
31, 1038, m, 1027, f, 1038 1005 1105 1007 1022 1027 , m1038 m1005 (m1105) m1007 f1022 f1027 , FFSDD, 1027 1038, G-1, 2, 5
32, 1038, m, 1027, f, 1038 1005 1105 1007 1017 1027 , m1038 m1005 (m1105) m1007 m1017 f1027 , FFSSD, 1027 1038, G-1, 2, 5
33, 1062, m, 1028, f, 1062 1013 1004 1017 1028 , m1062 m1013 (f1004) m1017 f1028 , FMSD, 1028 1062, G0, 2, 4
34, 1062, m, 1028, f, 1062 1018 1004 1017 1028 , m1062 f1018 (f1004) m1017 f1028 , MMSD, 1028 1062, G0, 2, 4
35, 1062, m, 1028, f, 1062 1018 1007 1022 1028 , m1062 f1018 (m1007) f1022 f1028 , MFDD, 1028 1062, G0, 2, 4
36, 1062, m, 1028, f, 1062 1018 1007 1017 1028 , m1062 f1018 (m1007) m1017 f1028 , MFSD, 1028 1062, G0, 2, 4
37, 1075, m, 1028, f, 1075 1008 1001 1009 1022 1028 , m1075 m1008 (m1001) f1009 f1022 f1028 , FFDDD, 1028 1075, G-1, 2, 5
38, 1075, m, 1028, f, 1075 1008 1002 1009 1022 1028 , m1075 m1008 (f1002) f1009 f1022 f1028 , FMDDD, 1028 1075, G-1, 2, 5
39, 1075, m, 1028, f, 1075 1045 1015 1004 1017 1028 , m1075 f1045 f1015 (f1004) m1017 f1028 , MMMSD, 1028 1075, G1, 2, 5
40, 1075, m, 1028, f, 1075 1045 1005 1105 1007 1022 1028 , m1075 f1045 m1005 (m1105) m1007 f1022 f1028 , MFFSDD, 1028 1075, G0, 3, 6
41, 1075, m, 1028, f, 1075 1045 1005 1105 1007 1017 1028 , m1075 f1045 m1005 (m1105) m1007 m1017 f1028 , MFFSSD, 1028 1075, G0, 3, 6
42, 1064, m, 1029, f, 1064 1013 1004 1017 1029 , m1064 m1013 (f1004) m1017 f1029 , FMSD, 1029 1064, G0, 2, 4
43, 1064, m, 1029, f, 1064 1018 1004 1017 1029 , m1064 f1018 (f1004) m1017 f1029 , MMSD, 1029 1064, G0, 2, 4
44, 1064, m, 1029, f, 1064 1018 1007 1022 1029 , m1064 f1018 (m1007) f1022 f1029 , MFDD, 1029 1064, G0, 2, 4
45, 1064, m, 1029, f, 1064 1018 1007 1017 1029 , m1064 f1018 (m1007) m1017 f1029 , MFSD, 1029 1064, G0, 2, 4
46, 1030, m, 1100, f, 1030 1022 1009 1001 1008 1031 1057 1100 , m1030 f1022 f1009 (m1001) m1008 f1031 f1057 f1100 , MMFSDDD, 1030 1100, G-1, 3, 7
47, 1030, m, 1100, f, 1030 1022 1009 1001 1011 1031 1057 1100 , m1030 f1022 f1009 (m1001) f1011 f1031 f1057 f1100 , MMFDDDD, 1030 1100, G-1, 3, 7
48, 1030, m, 1100, f, 1030 1022 1009 1002 1008 1031 1057 1100 , m1030 f1022 f1009 (f1002) m1008 f1031 f1057 f1100 , MMMSDDD, 1030 1100, G-1, 3, 7
49, 1030, m, 1100, f, 1030 1022 1009 1002 1011 1031 1057 1100 , m1030 f1022 f1009 (f1002) f1011 f1031 f1057 f1100 , MMMDDDD, 1030 1100, G-1, 3, 7
50, 1030, m, 1100, f, 1030 1017 1004 1015 1043 1057 1100 , m1030 m1017 (f1004) f1015 m1043 f1057 f1100 , FMDSDD, 1030 1100, G-2, 2, 6
51, 1030, m, 1100, f, 1030 1022 1007 1020 1100 , m1030 f1022 (m1007) m1020 f1100 , MFSD, 1030 1100, G0, 2, 4
52, 1030, m, 1100, f, 1030 1017 1007 1020 1100 , m1030 m1017 (m1007) m1020 f1100 , FFSD, 1030 1100, G0, 2, 4
53, 1030, m, 1100, f, 1030 1022 1007 1105 1006 1020 1100 , m1030 f1022 m1007 (m1105) f1006 m1020 f1100 , MFFDSD, 1030 1100, G0, 3, 6
54, 1030, m, 1100, f, 1030 1022 1007 1105 1005 1043 1057 1100 , m1030 f1022 m1007 (m1105) m1005 m1043 f1057 f1100 , MFFSSDD, 1030 1100, G-1, 3, 7
55, 1030, m, 1100, f, 1030 1017 1007 1105 1006 1020 1100 , m1030 m1017 m1007 (m1105) f1006 m1020 f1100 , FFFDSD, 1030 1100, G0, 3, 6
56, 1030, m, 1100, f, 1030 1017 1007 1105 1005 1043 1057 1100 , m1030 m1017 m1007 (m1105) m1005 m1043 f1057 f1100 , FFFSSDD, 1030 1100, G-1, 3, 7
57, 1032, m, 1034, f, 1032 1008 1001 1011 1034 , m1032 m1008 (m1001) f1011 f1034 , FFDD, 1032 1034, G0, 2, 4
58, 1032, m, 1034, f, 1032 1011 1001 1008 1034 , m1032 f1011 (m1001) m1008 f1034 , MFSD, 1032 1034, G0, 2, 4
59, 1032, m, 1034, f, 1032 1008 1002 1011 1034 , m1032 m1008 (f1002) f1011 f1034 , FMDD, 1032 1034, G0, 2, 4
60, 1032, m, 1034, f, 1032 1011 1002 1008 1034 , m1032 f1011 (f1002) m1008 f1034 , MMSD, 1032 1034, G0, 2, 4
61, 1032, m, 1034, f, 1032 1008 1034 , m1032 (m1008) f1034 , FD, 1032 1034, G0, 1, 2
62, 1032, m, 1034, f, 1032 1011 1034 , m1032 (f1011) f1034 , MD, 1032 1034, G0, 1, 2
63, 1036, m, 1102, f, 1036 1011 1001 1008 1073 1102 , m1036 f1011 (m1001) m1008 f1073 f1102 , MFSDD, 1036 1102, G-1, 2, 5
64, 1036, m, 1102, f, 1036 1011 1002 1008 1073 1102 , m1036 f1011 (f1002) m1008 f1073 f1102 , MMSDD, 1036 1102, G-1, 2, 5
65, 1036, m, 1102, f, 1036 1008 1073 1102 , m1036 (m1008) f1073 f1102 , FDD, 1036 1102, G-1, 1, 3
66, 1036, m, 1376, f, 1036 1008 1001 1010 1042 1376 , m1036 m1008 (m1001) f1010 m1042 f1376 , FFDSD, 1036 1376, G-1, 2, 5
67, 1036, m, 1376, f, 1036 1011 1001 1010 1042 1376 , m1036 f1011 (m1001) f1010 m1042 f1376 , MFDSD, 1036 1376, G-1, 2, 5
68, 1036, m, 1376, f, 1036 1008 1002 1010 1042 1376 , m1036 m1008 (f1002) f1010 m1042 f1376 , FMDSD, 1036 1376, G-1, 2, 5
69, 1036, m, 1376, f, 1036 1011 1002 1010 1042 1376 , m1036 f1011 (f1002) f1010 m1042 f1376 , MMDSD, 1036 1376, G-1, 2, 5
70, 1038, m, 1060, f, 1038 1014 1003 1013 1060 , m1038 f1014 (m1003) m1013 f1060 , MFSD, 1038 1060, G0, 2, 4
71, 1038, m, 1060, f, 1038 1014 1004 1013 1060 , m1038 f1014 (f1004) m1013 f1060 , MMSD, 1038 1060, G0, 2, 4
72, 1038, m, 1060, f, 1038 1014 1004 1018 1060 , m1038 f1014 (f1004) f1018 f1060 , MMDD, 1038 1060, G0, 2, 4
73, 1038, m, 1060, f, 1038 1005 1105 1007 1018 1060 , m1038 m1005 (m1105) m1007 f1018 f1060 , FFSDD, 1038 1060, G-1, 2, 5
74, 1039, m, 1061, f, 1039 1014 1003 1013 1061 , m1039 f1014 (m1003) m1013 f1061 , MFSD, 1039 1061, G0, 2, 4
75, 1039, m, 1061, f, 1039 1014 1004 1013 1061 , m1039 f1014 (f1004) m1013 f1061 , MMSD, 1039 1061, G0, 2, 4
76, 1039, m, 1061, f, 1039 1014 1004 1018 1061 , m1039 f1014 (f1004) f1018 f1061 , MMDD, 1039 1061, G0, 2, 4
77, 1039, m, 1061, f, 1039 1005 1105 1007 1018 1061 , m1039 m1005 (m1105) m1007 f1018 f1061 , FFSDD, 1039 1061, G-1, 2, 5
78, 1039, m, 1096, f, 1039 1014 1003 1015 1043 1096 , m1039 f1014 (m1003) f1015 m1043 f1096 , MFDSD, 1039 1096, G-1, 2, 5
79, 1039, m, 1096, f, 1039 1014 1004 1015 1043 1096 , m1039 f1014 (f1004) f1015 m1043 f1096 , MMDSD, 1039 1096, G-1, 2, 5
80, 1039, m, 1096, f, 1039 1014 1004 1016 1079 1096 , m1039 f1014 (f1004) m1016 f1079 f1096 , MMSDD, 1039 1096, G-1, 2, 5
81, 1039, m, 1096, f, 1039 1005 1043 1096 , m1039 (m1005) m1043 f1096 , FSD, 1039 1096, G-1, 1, 3
82, 1039, m, 1096, f, 1039 1005 1105 1007 1016 1079 1096 , m1039 m1005 (m1105) m1007 m1016 f1079 f1096 , FFSSDD, 1039 1096, G-2, 2, 6
83, 1042, m, 1041, f, 1042 1013 1003 1014 1041 , m1042 m1013 (m1003) f1014 f1041 , FFDD, 1041 1042, G0, 2, 4
84, 1042, m, 1041, f, 1042 1013 1004 1014 1041 , m1042 m1013 (f1004) f1014 f1041 , FMDD, 1041 1042, G0, 2, 4
85, 1042, m, 1045, f, 1042 1013 1003 1015 1045 , m1042 m1013 (m1003) f1015 f1045 , FFDD, 1042 1045, G0, 2, 4
86, 1042, m, 1045, f, 1042 1013 1004 1015 1045 , m1042 m1013 (f1004) f1015 f1045 , FMDD, 1042 1045, G0, 2, 4
87, 1042, m, 1051, f, 1042 1013 1003 1014 1040 1051 , m1042 m1013 (m1003) f1014 f1040 f1051 , FFDDD, 1042 1051, G-1, 2, 5
88, 1042, m, 1051, f, 1042 1013 1004 1014 1040 1051 , m1042 m1013 (f1004) f1014 f1040 f1051 , FMDDD, 1042 1051, G-1, 2, 5
89, 1042, m, 1051, f, 1042 1013 1051 , m1042 (m1013) f1051 , FD, 1042 1051, G0, 1, 2
90, 1042, m, 1078, f, 1042 1010 1001 1008 1078 , m1042 f1010 (m1001) m1008 f1078 , MFSD, 1042 1078, G0, 2, 4
91, 1042, m, 1078, f, 1042 1010 1002 1008 1078 , m1042 f1010 (f1002) m1008 f1078 , MMSD, 1042 1078, G0, 2, 4
92, 1042, m, 1078, f, 1042 1013 1003 1015 1045 1078 , m1042 m1013 (m1003) f1015 f1045 f1078 , FFDDD, 1042 1078, G-1, 2, 5
93, 1042, m, 1078, f, 1042 1013 1004 1015 1045 1078 , m1042 m1013 (f1004) f1015 f1045 f1078 , FMDDD, 1042 1078, G-1, 2, 5
94, 1043, m, 1079, f, 1043 1015 1004 1016 1079 , m1043 f1015 (f1004) m1016 f1079 , MMSD, 1043 1079, G0, 2, 4
95, 1043, m, 1079, f, 1043 1005 1105 1007 1016 1079 , m1043 m1005 (m1105) m1007 m1016 f1079 , FFSSD, 1043 1079, G-1, 2, 5
96, 1046, m, 1058, f, 1046 1005 1043 1058 , m1046 (m1005) m1043 f1058 , FSD, 1046 1058, G-1, 1, 3
97, 1046, m, 1058, f, 1046 1015 1043 1058 , m1046 (f1015) m1043 f1058 , MSD, 1046 1058, G-1, 1, 3
98, 1046, m, 1065, f, 1046 1015 1003 1013 1065 , m1046 f1015 (m1003) m1013 f1065 , MFSD, 1046 1065, G0, 2, 4
99, 1046, m, 1065, f, 1046 1015 1004 1013 1065 , m1046 f1015 (f1004) m1013 f1065 , MMSD, 1046 1065, G0, 2, 4
100, 1046, m, 1065, f, 1046 1015 1004 1018 1065 , m1046 f1015 (f1004) f1018 f1065 , MMDD, 1046 1065, G0, 2, 4
101, 1046, m, 1065, f, 1046 1005 1105 1007 1018 1065 , m1046 m1005 (m1105) m1007 f1018 f1065 , FFSDD, 1046 1065, G-1, 2, 5
102, 1075, m, 1047, f, 1075 1008 1001 1011 1032 1047 , m1075 m1008 (m1001) f1011 m1032 f1047 , FFDSD, 1047 1075, G-1, 2, 5
103, 1075, m, 1047, f, 1075 1008 1001 1011 1034 1047 , m1075 m1008 (m1001) f1011 f1034 f1047 , FFDDD, 1047 1075, G-1, 2, 5
104, 1075, m, 1047, f, 1075 1008 1002 1011 1032 1047 , m1075 m1008 (f1002) f1011 m1032 f1047 , FMDSD, 1047 1075, G-1, 2, 5
105, 1075, m, 1047, f, 1075 1008 1002 1011 1034 1047 , m1075 m1008 (f1002) f1011 f1034 f1047 , FMDDD, 1047 1075, G-1, 2, 5
106, 1075, m, 1047, f, 1075 1008 1032 1047 , m1075 (m1008) m1032 f1047 , FSD, 1047 1075, G-1, 1, 3
107, 1075, m, 1047, f, 1075 1008 1034 1047 , m1075 (m1008) f1034 f1047 , FDD, 1047 1075, G-1, 1, 3
108, 1048, m, 1205, f, 1048 1032 1008 1001 1011 1033 1205 , m1048 m1032 m1008 (m1001) f1011 f1033 f1205 , FFFDDD, 1048 1205, G0, 3, 6
109, 1048, m, 1205, f, 1048 1034 1008 1001 1011 1033 1205 , m1048 f1034 m1008 (m1001) f1011 f1033 f1205 , MFFDDD, 1048 1205, G0, 3, 6
110, 1048, m, 1205, f, 1048 1032 1011 1001 1008 1033 1205 , m1048 m1032 f1011 (m1001) m1008 f1033 f1205 , FMFSDD, 1048 1205, G0, 3, 6
111, 1048, m, 1205, f, 1048 1034 1011 1001 1008 1033 1205 , m1048 f1034 f1011 (m1001) m1008 f1033 f1205 , MMFSDD, 1048 1205, G0, 3, 6
112, 1048, m, 1205, f, 1048 1032 1008 1002 1011 1033 1205 , m1048 m1032 m1008 (f1002) f1011 f1033 f1205 , FFMDDD, 1048 1205, G0, 3, 6
113, 1048, m, 1205, f, 1048 1034 1008 1002 1011 1033 1205 , m1048 f1034 m1008 (f1002) f1011 f1033 f1205 , MFMDDD, 1048 1205, G0, 3, 6
114, 1048, m, 1205, f, 1048 1032 1011 1002 1008 1033 1205 , m1048 m1032 f1011 (f1002) m1008 f1033 f1205 , FMMSDD, 1048 1205, G0, 3, 6
115, 1048, m, 1205, f, 1048 1034 1011 1002 1008 1033 1205 , m1048 f1034 f1011 (f1002) m1008 f1033 f1205 , MMMSDD, 1048 1205, G0, 3, 6
116, 1048, m, 1205, f, 1048 1032 1008 1033 1205 , m1048 m1032 (m1008) f1033 f1205 , FFDD, 1048 1205, G0, 2, 4
117, 1048, m, 1205, f, 1048 1034 1008 1033 1205 , m1048 f1034 (m1008) f1033 f1205 , MFDD, 1048 1205, G0, 2, 4
118, 1048, m, 1205, f, 1048 1032 1011 1033 1205 , m1048 m1032 (f1011) f1033 f1205 , FMDD, 1048 1205, G0, 2, 4
119, 1048, m, 1205, f, 1048 1034 1011 1033 1205 , m1048 f1034 (f1011) f1033 f1205 , MMDD, 1048 1205, G0, 2, 4
120, 1074, m, 1049, f, 1074 1008 1001 1011 1033 1049 , m1074 m1008 (m1001) f1011 f1033 f1049 , FFDDD, 1049 1074, G-1, 2, 5
121, 1074, m, 1049, f, 1074 1008 1002 1011 1033 1049 , m1074 m1008 (f1002) f1011 f1033 f1049 , FMDDD, 1049 1074, G-1, 2, 5
122, 1074, m, 1049, f, 1074 1008 1033 1049 , m1074 (m1008) f1033 f1049 , FDD, 1049 1074, G-1, 1, 3
123, 1088, m, 1050, f, 1088 1039 1014 1003 1013 1050 , m1088 m1039 f1014 (m1003) m1013 f1050 , FMFSD, 1050 1088, G1, 2, 5
124, 1088, m, 1050, f, 1088 1061 1013 1003 1014 1040 1050 , m1088 f1061 m1013 (m1003) f1014 f1040 f1050 , MFFDDD, 1050 1088, G0, 3, 6
125, 1088, m, 1050, f, 1088 1039 1014 1004 1013 1050 , m1088 m1039 f1014 (f1004) m1013 f1050 , FMMSD, 1050 1088, G1, 2, 5
126, 1088, m, 1050, f, 1088 1061 1018 1004 1013 1050 , m1088 f1061 f1018 (f1004) m1013 f1050 , MMMSD, 1050 1088, G1, 2, 5
127, 1088, m, 1050, f, 1088 1061 1013 1004 1014 1040 1050 , m1088 f1061 m1013 (f1004) f1014 f1040 f1050 , MFMDDD, 1050 1088, G0, 3, 6
128, 1088, m, 1050, f, 1088 1061 1018 1004 1014 1040 1050 , m1088 f1061 f1018 (f1004) f1014 f1040 f1050 , MMMDDD, 1050 1088, G0, 3, 6
129, 1088, m, 1050, f, 1088 1039 1005 1040 1050 , m1088 m1039 (m1005) f1040 f1050 , FFDD, 1050 1088, G0, 2, 4
130, 1088, m, 1050, f, 1088 1061 1013 1050 , m1088 f1061 (m1013) f1050 , MFD, 1050 1088, G1, 1, 3
131, 1088, m, 1050, f, 1088 1039 1014 1040 1050 , m1088 m1039 (f1014) f1040 f1050 , FMDD, 1050 1088, G0, 2, 4
132, 1088, m, 1050, f, 1088 1061 1018 1007 1105 1005 1040 1050 , m1088 f1061 f1018 m1007 (m1105) m1005 f1040 f1050 , MMFFSDD, 1050 1088, G1, 3, 7
133, 1052, m, 1252, f, 1052 1013 1003 1015 1043 1056 1252 , m1052 m1013 (m1003) f1015 m1043 f1056 f1252 , FFDSDD, 1052 1252, G-2, 2, 6
134, 1052, m, 1252, f, 1052 1040 1014 1003 1015 1043 1056 1252 , m1052 f1040 f1014 (m1003) f1015 m1043 f1056 f1252 , MMFDSDD, 1052 1252, G-1, 3, 7
135, 1052, m, 1252, f, 1052 1013 1004 1015 1043 1056 1252 , m1052 m1013 (f1004) f1015 m1043 f1056 f1252 , FMDSDD, 1052 1252, G-2, 2, 6
136, 1052, m, 1252, f, 1052 1013 1004 1016 1252 , m1052 m1013 (f1004) m1016 f1252 , FMSD, 1052 1252, G0, 2, 4
137, 1052, m, 1252, f, 1052 1040 1014 1004 1015 1043 1056 1252 , m1052 f1040 f1014 (f1004) f1015 m1043 f1056 f1252 , MMMDSDD, 1052 1252, G-1, 3, 7
138, 1052, m, 1252, f, 1052 1040 1014 1004 1016 1252 , m1052 f1040 f1014 (f1004) m1016 f1252 , MMMSD, 1052 1252, G1, 2, 5
139, 1052, m, 1252, f, 1052 1040 1005 1043 1056 1252 , m1052 f1040 (m1005) m1043 f1056 f1252 , MFSDD, 1052 1252, G-1, 2, 5
140, 1052, m, 1252, f, 1052 1040 1005 1105 1007 1016 1252 , m1052 f1040 m1005 (m1105) m1007 m1016 f1252 , MFFSSD, 1052 1252, G0, 3, 6
141, 1053, m, 1279, f, 1053 1040 1014 1003 1013 1063 1279 , m1053 f1040 f1014 (m1003) m1013 m1063 f1279 , MMFSSD, 1053 1279, G0, 3, 6
142, 1053, m, 1279, f, 1053 1013 1004 1016 1079 1279 , m1053 m1013 (f1004) m1016 f1079 f1279 , FMSDD, 1053 1279, G-1, 2, 5
143, 1053, m, 1279, f, 1053 1013 1004 1018 1063 1279 , m1053 m1013 (f1004) f1018 m1063 f1279 , FMDSD, 1053 1279, G-1, 2, 5
144, 1053, m, 1279, f, 1053 1040 1014 1004 1013 1063 1279 , m1053 f1040 f1014 (f1004) m1013 m1063 f1279 , MMMSSD, 1053 1279, G0, 3, 6
145, 1053, m, 1279, f, 1053 1040 1014 1004 1016 1079 1279 , m1053 f1040 f1014 (f1004) m1016 f1079 f1279 , MMMSDD, 1053 1279, G0, 3, 6
146, 1053, m, 1279, f, 1053 1040 1014 1004 1018 1063 1279 , m1053 f1040 f1014 (f1004) f1018 m1063 f1279 , MMMDSD, 1053 1279, G0, 3, 6
147, 1053, m, 1279, f, 1053 1013 1063 1279 , m1053 (m1013) m1063 f1279 , FSD, 1053 1279, G-1, 1, 3
148, 1053, m, 1279, f, 1053 1040 1005 1105 1007 1016 1079 1279 , m1053 f1040 m1005 (m1105) m1007 m1016 f1079 f1279 , MFFSSDD, 1053 1279, G-1, 3, 7
149, 1053, m, 1279, f, 1053 1040 1005 1105 1007 1018 1063 1279 , m1053 f1040 m1005 (m1105) m1007 f1018 m1063 f1279 , MFFSDSD, 1053 1279, G-1, 3, 7
150, 1053, m, 1512, f, 1053 1013 1003 1014 1039 1512 , m1053 m1013 (m1003) f1014 m1039 f1512 , FFDSD, 1053 1512, G-1, 2, 5
151, 1053, m, 1512, f, 1053 1013 1003 1015 1043 1096 1512 , m1053 m1013 (m1003) f1015 m1043 f1096 f1512 , FFDSDD, 1053 1512, G-2, 2, 6
152, 1053, m, 1512, f, 1053 1040 1014 1003 1015 1043 1096 1512 , m1053 f1040 f1014 (m1003) f1015 m1043 f1096 f1512 , MMFDSDD, 1053 1512, G-1, 3, 7
153, 1053, m, 1512, f, 1053 1013 1004 1014 1039 1512 , m1053 m1013 (f1004) f1014 m1039 f1512 , FMDSD, 1053 1512, G-1, 2, 5
154, 1053, m, 1512, f, 1053 1013 1004 1015 1043 1096 1512 , m1053 m1013 (f1004) f1015 m1043 f1096 f1512 , FMDSDD, 1053 1512, G-2, 2, 6
155, 1053, m, 1512, f, 1053 1013 1004 1016 1079 1096 1512 , m1053 m1013 (f1004) m1016 f1079 f1096 f1512 , FMSDDD, 1053 1512, G-2, 2, 6
156, 1053, m, 1512, f, 1053 1040 1014 1004 1015 1043 1096 1512 , m1053 f1040 f1014 (f1004) f1015 m1043 f1096 f1512 , MMMDSDD, 1053 1512, G-1, 3, 7
157, 1053, m, 1512, f, 1053 1040 1014 1004 1016 1079 1096 1512 , m1053 f1040 f1014 (f1004) m1016 f1079 f1096 f1512 , MMMSDDD, 1053 1512, G-1, 3, 7
158, 1053, m, 1512, f, 1053 1040 1005 1039 1512 , m1053 f1040 (m1005) m1039 f1512 , MFSD, 1053 1512, G0, 2, 4
159, 1053, m, 1512, f, 1053 1040 1005 1043 1096 1512 , m1053 f1040 (m1005) m1043 f1096 f1512 , MFSDD, 1053 1512, G-1, 2, 5
160, 1053, m, 1512, f, 1053 1040 1014 1039 1512 , m1053 f1040 (f1014) m1039 f1512 , MMSD, 1053 1512, G0, 2, 4
161, 1053, m, 1512, f, 1053 1040 1005 1105 1007 1016 1079 1096 1512 , m1053 f1040 m1005 (m1105) m1007 m1016 f1079 f1096 f1512 , MFFSSDDD, 1053 1512, G-2, 3, 8
162, 1054, m, 1239, f, 1054 1038 1014 1003 1015 1043 1096 1239 , m1054 m1038 f1014 (m1003) f1015 m1043 f1096 f1239 , FMFDSDD, 1054 1239, G-1, 3, 7
163, 1054, m, 1239, f, 1054 1038 1014 1004 1015 1043 1096 1239 , m1054 m1038 f1014 (f1004) f1015 m1043 f1096 f1239 , FMMDSDD, 1054 1239, G-1, 3, 7
164, 1054, m, 1239, f, 1054 1038 1014 1004 1016 1079 1096 1239 , m1054 m1038 f1014 (f1004) m1016 f1079 f1096 f1239 , FMMSDDD, 1054 1239, G-1, 3, 7
165, 1054, m, 1239, f, 1054 1027 1017 1004 1014 1039 1239 , m1054 f1027 m1017 (f1004) f1014 m1039 f1239 , MFMDSD, 1054 1239, G0, 3, 6
166, 1054, m, 1239, f, 1054 1027 1017 1004 1015 1043 1096 1239 , m1054 f1027 m1017 (f1004) f1015 m1043 f1096 f1239 , MFMDSDD, 1054 1239, G-1, 3, 7
167, 1054, m, 1239, f, 1054 1027 1017 1004 1016 1079 1096 1239 , m1054 f1027 m1017 (f1004) m1016 f1079 f1096 f1239 , MFMSDDD, 1054 1239, G-1, 3, 7
168, 1054, m, 1239, f, 1054 1038 1005 1039 1239 , m1054 m1038 (m1005) m1039 f1239 , FFSD, 1054 1239, G0, 2, 4
169, 1054, m, 1239, f, 1054 1038 1005 1043 1096 1239 , m1054 m1038 (m1005) m1043 f1096 f1239 , FFSDD, 1054 1239, G-1, 2, 5
170, 1054, m, 1239, f, 1054 1027 1022 1007 1016 1079 1096 1239 , m1054 f1027 f1022 (m1007) m1016 f1079 f1096 f1239 , MMFSDDD, 1054 1239, G-1, 3, 7
171, 1054, m, 1239, f, 1054 1027 1017 1007 1016 1079 1096 1239 , m1054 f1027 m1017 (m1007) m1016 f1079 f1096 f1239 , MFFSDDD, 1054 1239, G-1, 3, 7
